,user_id,group_id,period
0,38,18230,1996-08
1,40,18230,1996-08
2,46,18230,1996-08
3,56,18230,1996-08
4,107,18230,1996-08
5,109,18230,1996-08
6,130,18230,1996-08
7,170,18230,1996-08
8,176,18230,1996-08
9,179,18230,1996-08
10,229,18230,1996-08
11,235,18230,1996-08
12,284,18230,1996-08
13,314,18230,1996-08
14,404,18230,1996-08
15,411,18230,1996-08
16,444,18230,1996-08
17,447,18230,1996-08
18,455,18230,1996-08
19,486,18230,1996-08
20,498,18230,1996-08
21,512,18230,1996-08
22,541,18230,1996-08
23,574,18230,1996-08
24,588,18230,1996-08
25,592,18230,1996-08
26,602,18230,1996-08
27,54,24328,1996-08
28,56,24328,1996-08
29,102,24328,1996-08
30,109,24328,1996-08
31,162,24328,1996-08
32,170,24328,1996-08
33,179,24328,1996-08
34,229,24328,1996-08
35,235,24328,1996-08
36,284,24328,1996-08
37,314,24328,1996-08
38,385,24328,1996-08
39,404,24328,1996-08
40,411,24328,1996-08
41,436,24328,1996-08
42,444,24328,1996-08
43,447,24328,1996-08
44,455,24328,1996-08
45,476,24328,1996-08
46,486,24328,1996-08
47,498,24328,1996-08
48,512,24328,1996-08
49,541,24328,1996-08
50,592,24328,1996-08
51,14,4464,1996-08
52,56,4464,1996-08
53,109,4464,1996-08
54,170,4464,1996-08
55,179,4464,1996-08
56,229,4464,1996-08
57,235,4464,1996-08
58,284,4464,1996-08
59,314,4464,1996-08
60,394,4464,1996-08
61,404,4464,1996-08
62,411,4464,1996-08
63,444,4464,1996-08
64,447,4464,1996-08
65,455,4464,1996-08
66,486,4464,1996-08
67,498,4464,1996-08
68,512,4464,1996-08
69,536,4464,1996-08
70,541,4464,1996-08
71,584,4464,1996-08
72,592,4464,1996-08
73,56,24594,1996-08
74,109,24594,1996-08
75,170,24594,1996-08
76,179,24594,1996-08
77,229,24594,1996-08
78,235,24594,1996-08
79,284,24594,1996-08
80,314,24594,1996-08
81,404,24594,1996-08
82,411,24594,1996-08
83,444,24594,1996-08
84,447,24594,1996-08
85,455,24594,1996-08
86,486,24594,1996-08
87,498,24594,1996-08
88,512,24594,1996-08
89,541,24594,1996-08
90,592,24594,1996-08
91,38,18371,1996-08
92,46,18371,1996-08
93,56,18371,1996-08
94,102,18371,1996-08
95,109,18371,1996-08
96,176,18371,1996-08
97,179,18371,1996-08
98,229,18371,1996-08
99,235,18371,1996-08
100,242,18371,1996-08
101,284,18371,1996-08
102,353,18371,1996-08
103,385,18371,1996-08
104,404,18371,1996-08
105,411,18371,1996-08
106,436,18371,1996-08
107,447,18371,1996-08
108,455,18371,1996-08
109,476,18371,1996-08
110,486,18371,1996-08
111,498,18371,1996-08
112,512,18371,1996-08
113,541,18371,1996-08
114,588,18371,1996-08
115,592,18371,1996-08
116,602,18371,1996-08
117,38,18372,1996-08
118,46,18372,1996-08
119,56,18372,1996-08
120,109,18372,1996-08
121,136,18372,1996-08
122,176,18372,1996-08
123,179,18372,1996-08
124,229,18372,1996-08
125,235,18372,1996-08
126,284,18372,1996-08
127,394,18372,1996-08
128,404,18372,1996-08
129,411,18372,1996-08
130,447,18372,1996-08
131,455,18372,1996-08
132,486,18372,1996-08
133,498,18372,1996-08
134,512,18372,1996-08
135,541,18372,1996-08
136,584,18372,1996-08
137,588,18372,1996-08
138,592,18372,1996-08
139,602,18372,1996-08
140,38,18373,1996-08
141,46,18373,1996-08
142,56,18373,1996-08
143,109,18373,1996-08
144,176,18373,1996-08
145,179,18373,1996-08
146,229,18373,1996-08
147,235,18373,1996-08
148,284,18373,1996-08
149,404,18373,1996-08
150,411,18373,1996-08
151,447,18373,1996-08
152,455,18373,1996-08
153,486,18373,1996-08
154,498,18373,1996-08
155,512,18373,1996-08
156,541,18373,1996-08
157,588,18373,1996-08
158,592,18373,1996-08
159,602,18373,1996-08
160,56,24380,1996-08
161,102,24380,1996-08
162,109,24380,1996-08
163,142,24380,1996-08
164,179,24380,1996-08
165,229,24380,1996-08
166,235,24380,1996-08
167,284,24380,1996-08
168,385,24380,1996-08
169,394,24380,1996-08
170,404,24380,1996-08
171,411,24380,1996-08
172,436,24380,1996-08
173,447,24380,1996-08
174,455,24380,1996-08
175,476,24380,1996-08
176,485,24380,1996-08
177,486,24380,1996-08
178,498,24380,1996-08
179,507,24380,1996-08
180,512,24380,1996-08
181,541,24380,1996-08
182,584,24380,1996-08
183,592,24380,1996-08
184,56,24387,1996-08
