,user_id,group_id,period
0,38,1233,1996-08
1,107,1233,1996-08
2,109,1233,1996-08
3,130,1233,1996-08
4,176,1233,1996-08
5,179,1233,1996-08
6,229,1233,1996-08
7,447,1233,1996-08
8,486,1233,1996-08
9,498,1233,1996-08
10,512,1233,1996-08
11,574,1233,1996-08
12,588,1233,1996-08
13,602,1233,1996-08
14,109,135,1996-08
15,179,135,1996-08
16,284,135,1996-08
17,486,135,1996-08
18,498,135,1996-08
19,512,135,1996-08
20,536,135,1996-08
21,541,135,1996-08
22,584,135,1996-08
23,592,135,1996-08
24,109,130,1996-08
25,162,130,1996-08
26,179,130,1996-08
27,455,130,1996-08
28,476,130,1996-08
29,486,130,1996-08
30,498,130,1996-08
31,512,130,1996-08
32,109,136,1996-08
33,179,136,1996-08
34,486,136,1996-08
35,498,136,1996-08
36,512,136,1996-08
37,46,1627,1996-08
38,134,1627,1996-08
39,176,1627,1996-08
40,512,1627,1996-08
41,574,1627,1996-08
42,588,1627,1996-08
43,592,1627,1996-08
44,602,1627,1996-08
45,176,432,1996-08
46,353,432,1996-08
47,455,432,1996-08
48,512,432,1996-08
49,574,432,1996-08
50,588,432,1996-08
51,602,432,1996-08
52,176,439,1996-08
53,512,439,1996-08
54,574,439,1996-08
55,588,439,1996-08
56,602,439,1996-08
57,56,1854,1996-08
58,235,1854,1996-08
59,349,1854,1996-08
60,411,1854,1996-08
61,444,1854,1996-08
62,455,1854,1996-08
63,485,1854,1996-08
64,512,1854,1996-08
65,592,1854,1996-08
66,107,122,1996-08
67,229,122,1996-08
68,486,122,1996-08
69,498,122,1996-08
70,536,122,1996-08
71,584,122,1996-08
72,592,122,1996-08
73,40,1399,1996-08
74,99,1399,1996-08
75,107,1399,1996-08
76,229,1399,1996-08
77,385,1399,1996-08
78,486,1399,1996-08
79,498,1399,1996-08
80,107,121,1996-08
81,229,121,1996-08
82,486,121,1996-08
83,498,121,1996-08
84,192,528,1996-08
85,235,528,1996-08
86,411,528,1996-08
87,485,528,1996-08
88,486,528,1996-08
89,498,528,1996-08
90,536,528,1996-08
91,584,528,1996-08
92,592,528,1996-08
93,486,1738,1996-08
94,498,1738,1996-08
95,536,1738,1996-08
96,584,1738,1996-08
97,592,1738,1996-08
98,142,299,1996-08
99,235,299,1996-08
100,411,299,1996-08
101,485,299,1996-08
102,592,299,1996-08
103,235,712,1996-08
104,411,712,1996-08
105,485,712,1996-08
106,592,712,1996-08
107,40,1400,1996-08
108,99,1400,1996-08
109,109,1400,1996-08
110,229,1400,1996-08
111,353,1400,1996-08
112,447,1400,1996-08
113,486,1400,1996-08
114,512,1400,1996-08
115,588,1400,1996-08
116,602,1400,1996-08
117,109,138,1996-08
118,229,138,1996-08
119,447,138,1996-08
120,486,138,1996-08
121,512,138,1996-08
122,588,138,1996-08
123,602,138,1996-08
124,102,82,1996-08
125,109,82,1996-08
126,411,82,1996-08
127,444,82,1996-08
128,486,82,1996-08
129,512,82,1996-08
130,109,144,1996-08
131,486,144,1996-08
132,512,144,1996-08
133,142,301,1996-08
134,242,301,1996-08
135,353,301,1996-08
136,411,301,1996-08
137,444,301,1996-08
138,512,301,1996-08
139,588,301,1996-08
140,602,301,1996-08
141,604,301,1996-08
142,40,1401,1996-08
143,99,1401,1996-08
