,user_id,group_id,period
0,6,2,1996
1,38,2,1996
2,58,2,1996
3,94,2,1996
4,107,2,1996
5,109,2,1996
6,117,2,1996
7,130,2,1996
8,176,2,1996
9,179,2,1996
10,229,2,1996
11,340,2,1996
12,447,2,1996
13,486,2,1996
14,498,2,1996
15,512,2,1996
16,566,2,1996
17,574,2,1996
18,588,2,1996
19,602,2,1996
20,6,0,1996
21,109,0,1996
22,179,0,1996
23,240,0,1996
24,284,0,1996
25,379,0,1996
26,458,0,1996
27,470,0,1996
28,486,0,1996
29,498,0,1996
30,512,0,1996
31,536,0,1996
32,541,0,1996
33,566,0,1996
34,584,0,1996
35,592,0,1996
36,6,1,1996
37,38,1,1996
38,46,1,1996
39,58,1,1996
40,136,1,1996
41,176,1,1996
42,229,1,1996
43,340,1,1996
44,379,1,1996
45,458,1,1996
46,486,1,1996
47,498,1,1996
48,512,1,1996
49,541,1,1996
50,588,1,1996
51,592,1,1996
52,602,1,1996
