,user_id,group_id,period
0,107,71,1996-05
1,536,71,1996-05
2,40,732,1996-05
3,99,732,1996-05
4,107,732,1996-05
5,107,68,1996-05
6,130,68,1996-05
7,40,734,1996-05
8,99,734,1996-05
9,353,734,1996-05
10,35,621,1996-05
11,107,621,1996-05
12,429,621,1996-05
13,468,621,1996-05
14,107,69,1996-05
15,134,69,1996-05
16,35,622,1996-05
17,40,622,1996-05
18,107,622,1996-05
19,107,70,1996-05
20,136,70,1996-05
21,40,724,1996-05
22,107,724,1996-05
23,35,620,1996-05
24,107,620,1996-05
25,136,133,1996-05
26,284,133,1996-05
27,40,727,1996-05
28,191,727,1996-05
29,353,727,1996-05
30,40,733,1996-05
31,99,733,1996-05
32,191,733,1996-05
33,353,633,1996-05
34,444,633,1996-05
35,604,633,1996-05
36,191,287,1996-05
37,284,287,1996-05
38,353,287,1996-05
39,40,729,1996-05
40,353,729,1996-05
41,40,728,1996-05
42,191,728,1996-05
43,444,728,1996-05
44,35,624,1996-05
45,429,624,1996-05
46,536,624,1996-05
47,40,730,1996-05
48,536,730,1996-05
49,99,1238,1996-05
50,191,1238,1996-05
51,353,1238,1996-05
52,99,1236,1996-05
53,136,1236,1996-05
54,353,1236,1996-05
55,35,625,1996-05
56,99,625,1996-05
57,429,625,1996-05
58,99,1240,1996-05
59,284,1240,1996-05
60,353,1240,1996-05
61,284,507,1996-05
62,353,507,1996-05
63,99,1241,1996-05
64,353,1241,1996-05
65,99,1243,1996-05
66,536,1243,1996-05
67,136,137,1996-05
68,536,137,1996-05
69,99,1235,1996-05
70,136,1235,1996-05
71,353,632,1996-05
72,444,632,1996-05
73,353,631,1996-05
74,436,631,1996-05
75,99,1239,1996-05
76,284,1239,1996-05
77,134,131,1996-05
78,429,131,1996-05
79,468,131,1996-05
80,429,780,1996-05
81,468,780,1996-05
82,99,1237,1996-05
83,191,1237,1996-05
84,35,623,1996-05
85,429,623,1996-05
86,136,135,1996-05
87,429,135,1996-05
88,99,1234,1996-05
89,130,1234,1996-05
90,191,289,1996-05
91,444,289,1996-05
92,191,288,1996-05
93,353,288,1996-05
94,136,134,1996-05
95,353,134,1996-05
96,40,731,1996-05
97,99,731,1996-05
98,40,726,1996-05
99,191,726,1996-05
100,284,509,1996-05
101,536,509,1996-05
102,99,1242,1996-05
103,429,1242,1996-05
104,136,136,1996-05
105,468,136,1996-05
106,40,725,1996-05
107,136,725,1996-05
108,284,508,1996-05
109,429,508,1996-05
110,109,75,1996-08
111,162,75,1996-08
112,179,75,1996-08
113,455,75,1996-08
114,476,75,1996-08
115,486,75,1996-08
116,498,75,1996-08
117,512,75,1996-08
118,38,651,1996-08
119,109,651,1996-08
120,176,651,1996-08
121,179,651,1996-08
122,229,651,1996-08
123,447,651,1996-08
124,486,651,1996-08
125,498,651,1996-08
126,512,651,1996-08
127,574,651,1996-08
128,588,651,1996-08
129,602,651,1996-08
130,109,81,1996-08
131,179,81,1996-08
132,486,81,1996-08
133,498,81,1996-08
134,512,81,1996-08
135,541,81,1996-08
136,584,81,1996-08
137,592,81,1996-08
138,109,80,1996-08
139,179,80,1996-08
140,486,80,1996-08
141,498,80,1996-08
142,512,80,1996-08
143,176,231,1996-08
144,455,231,1996-08
145,512,231,1996-08
146,574,231,1996-08
147,588,231,1996-08
148,602,231,1996-08
149,56,1009,1996-08
150,235,1009,1996-08
151,349,1009,1996-08
152,411,1009,1996-08
153,455,1009,1996-08
154,485,1009,1996-08
155,512,1009,1996-08
156,592,1009,1996-08
157,46,864,1996-08
158,176,864,1996-08
159,512,864,1996-08
160,574,864,1996-08
161,588,864,1996-08
162,592,864,1996-08
163,602,864,1996-08
164,176,234,1996-08
165,512,234,1996-08
166,574,234,1996-08
167,588,234,1996-08
168,602,234,1996-08
169,38,652,1996-08
170,176,652,1996-08
171,229,652,1996-08
172,476,652,1996-08
173,486,652,1996-08
174,498,652,1996-08
175,512,652,1996-08
176,588,652,1996-08
177,602,652,1996-08
178,476,919,1996-08
179,486,919,1996-08
180,498,919,1996-08
181,512,919,1996-08
182,541,919,1996-08
183,592,919,1996-08
184,476,918,1996-08
185,486,918,1996-08
186,498,918,1996-08
187,512,918,1996-08
188,38,658,1996-08
189,46,658,1996-08
190,176,658,1996-08
191,229,658,1996-08
192,486,658,1996-08
193,498,658,1996-08
194,512,658,1996-08
195,541,658,1996-08
196,588,658,1996-08
197,592,658,1996-08
198,602,658,1996-08
199,38,653,1996-08
200,176,653,1996-08
201,229,653,1996-08
202,486,653,1996-08
203,498,653,1996-08
204,512,653,1996-08
205,588,653,1996-08
206,602,653,1996-08
207,486,940,1996-08
208,498,940,1996-08
209,512,940,1996-08
210,541,940,1996-08
211,592,940,1996-08
212,486,939,1996-08
213,498,939,1996-08
214,512,939,1996-08
215,46,862,1996-08
216,176,862,1996-08
217,242,862,1996-08
218,512,862,1996-08
219,588,862,1996-08
220,592,862,1996-08
221,602,862,1996-08
222,46,865,1996-08
223,176,865,1996-08
224,512,865,1996-08
225,588,865,1996-08
226,592,865,1996-08
227,602,865,1996-08
228,176,236,1996-08
229,512,236,1996-08
230,588,236,1996-08
231,602,236,1996-08
232,512,985,1996-08
233,592,985,1996-08
234,229,371,1996-08
235,385,371,1996-08
236,486,371,1996-08
237,498,371,1996-08
238,192,290,1996-08
239,235,290,1996-08
240,411,290,1996-08
241,485,290,1996-08
242,486,290,1996-08
243,498,290,1996-08
244,584,290,1996-08
245,592,290,1996-08
246,229,377,1996-08
247,486,377,1996-08
248,498,377,1996-08
249,584,377,1996-08
250,592,377,1996-08
251,486,943,1996-08
252,498,943,1996-08
253,584,943,1996-08
254,592,943,1996-08
255,142,150,1996-08
256,235,150,1996-08
257,411,150,1996-08
258,485,150,1996-08
259,592,150,1996-08
260,235,396,1996-08
261,411,396,1996-08
262,485,396,1996-08
263,592,396,1996-08
264,229,378,1996-08
265,486,378,1996-08
266,498,378,1996-08
267,592,378,1996-08
268,229,376,1996-08
269,486,376,1996-08
270,498,376,1996-08
271,486,944,1996-08
272,498,944,1996-08
273,592,944,1996-08
274,102,48,1996-08
275,109,48,1996-08
276,411,48,1996-08
277,486,48,1996-08
278,512,48,1996-08
279,109,82,1996-08
280,229,82,1996-08
281,447,82,1996-08
282,486,82,1996-08
283,512,82,1996-08
284,588,82,1996-08
285,602,82,1996-08
286,109,87,1996-08
287,486,87,1996-08
288,512,87,1996-08
289,142,151,1996-08
290,242,151,1996-08
291,411,151,1996-08
292,512,151,1996-08
293,588,151,1996-08
294,602,151,1996-08
295,229,368,1996-08
296,242,368,1996-08
297,486,368,1996-08
298,512,368,1996-08
299,588,368,1996-08
300,602,368,1996-08
301,229,379,1996-08
302,486,379,1996-08
