,user_id,group_id,period
0,99,605,1996-04
1,191,605,1996-04
2,107,34,1996-05
3,536,34,1996-05
4,107,32,1996-05
5,130,32,1996-05
6,40,392,1996-05
7,107,392,1996-05
8,107,33,1996-05
9,134,33,1996-05
10,35,344,1996-05
11,107,344,1996-05
12,468,344,1996-05
13,353,351,1996-05
14,444,351,1996-05
15,604,351,1996-05
16,35,345,1996-05
17,40,345,1996-05
18,136,78,1996-05
19,284,78,1996-05
20,40,394,1996-05
21,353,394,1996-05
22,353,350,1996-05
23,444,350,1996-05
24,353,349,1996-05
25,436,349,1996-05
26,40,395,1996-05
27,444,395,1996-05
28,35,346,1996-05
29,536,346,1996-05
30,40,396,1996-05
31,536,396,1996-05
32,136,79,1996-05
33,353,79,1996-05
34,284,285,1996-05
35,353,285,1996-05
36,136,81,1996-05
37,536,81,1996-05
38,284,286,1996-05
39,536,286,1996-05
40,136,80,1996-05
41,468,80,1996-05
42,40,393,1996-05
43,136,393,1996-05
44,134,77,1996-05
45,468,77,1996-05
46,56,512,1996-06
47,349,512,1996-06
48,411,512,1996-06
49,56,509,1996-06
50,102,509,1996-06
51,584,509,1996-06
52,56,511,1996-06
53,242,511,1996-06
54,574,511,1996-06
55,14,83,1996-06
56,574,83,1996-06
57,584,83,1996-06
58,192,157,1996-06
59,349,157,1996-06
60,541,157,1996-06
61,584,157,1996-06
62,56,510,1996-06
63,192,510,1996-06
64,411,510,1996-06
65,541,510,1996-06
66,584,510,1996-06
67,56,513,1996-06
68,411,513,1996-06
69,192,159,1996-06
70,541,159,1996-06
71,584,159,1996-06
72,411,402,1996-06
73,476,402,1996-06
74,541,402,1996-06
75,584,402,1996-06
76,46,457,1996-06
77,541,457,1996-06
78,584,457,1996-06
79,46,447,1996-06
80,273,447,1996-06
81,411,447,1996-06
82,46,452,1996-06
83,411,452,1996-06
84,584,452,1996-06
85,46,451,1996-06
86,411,451,1996-06
87,192,158,1996-06
88,411,158,1996-06
89,584,158,1996-06
90,385,371,1996-06
91,584,371,1996-06
92,314,308,1996-06
93,385,308,1996-06
94,476,308,1996-06
95,46,458,1996-06
96,56,458,1996-06
97,273,458,1996-06
98,56,515,1996-06
99,584,515,1996-06
100,46,445,1996-06
101,242,445,1996-06
102,46,454,1996-06
103,476,454,1996-06
104,541,454,1996-06
105,46,449,1996-06
106,273,449,1996-06
107,574,449,1996-06
108,46,459,1996-06
109,574,459,1996-06
110,476,468,1996-06
111,574,468,1996-06
112,273,277,1996-06
113,476,277,1996-06
114,584,277,1996-06
115,46,455,1996-06
116,476,455,1996-06
117,584,455,1996-06
118,46,450,1996-06
119,273,450,1996-06
120,584,450,1996-06
121,273,278,1996-06
122,584,278,1996-06
123,46,448,1996-06
124,273,448,1996-06
125,476,448,1996-06
126,273,276,1996-06
127,476,276,1996-06
128,46,446,1996-06
129,273,446,1996-06
130,46,453,1996-06
131,476,453,1996-06
132,102,10,1996-06
133,411,10,1996-06
134,242,237,1996-06
135,411,237,1996-06
136,102,9,1996-06
137,242,9,1996-06
138,411,404,1996-06
139,541,404,1996-06
140,584,404,1996-06
141,411,405,1996-06
142,584,405,1996-06
143,273,275,1996-06
144,385,275,1996-06
145,242,236,1996-06
146,273,236,1996-06
147,46,456,1996-06
148,541,456,1996-06
149,192,160,1996-06
150,584,160,1996-06
151,385,370,1996-06
152,411,370,1996-06
153,476,469,1996-06
154,584,469,1996-06
155,14,82,1996-06
156,46,82,1996-06
157,14,84,1996-06
158,584,84,1996-06
159,56,514,1996-06
160,574,514,1996-06
161,476,467,1996-06
162,541,467,1996-06
163,349,343,1996-06
164,584,343,1996-06
165,46,460,1996-06
166,584,460,1996-06
167,273,274,1996-06
168,314,274,1996-06
169,541,505,1996-06
170,584,505,1996-06
171,411,403,1996-06
172,541,403,1996-06
173,455,442,1996-07
174,485,442,1996-07
175,592,442,1996-07
176,243,238,1996-07
177,485,238,1996-07
178,229,212,1996-07
179,447,212,1996-07
180,485,473,1996-07
181,592,473,1996-07
182,162,113,1996-07
183,455,113,1996-07
184,447,434,1996-07
185,455,434,1996-07
186,447,435,1996-07
187,592,435,1996-07
188,229,213,1996-07
189,592,213,1996-07
190,38,359,1996-08
191,109,359,1996-08
192,176,359,1996-08
193,179,359,1996-08
194,486,359,1996-08
195,498,359,1996-08
196,512,359,1996-08
197,588,359,1996-08
198,602,359,1996-08
199,8,581,1996-08
200,38,581,1996-08
201,512,581,1996-08
202,588,581,1996-08
203,602,581,1996-08
204,38,361,1996-08
205,394,361,1996-08
206,512,361,1996-08
207,588,361,1996-08
208,602,361,1996-08
209,109,37,1996-08
210,179,37,1996-08
211,486,37,1996-08
212,498,37,1996-08
213,512,37,1996-08
214,38,360,1996-08
215,176,360,1996-08
216,486,360,1996-08
217,498,360,1996-08
218,512,360,1996-08
219,588,360,1996-08
220,602,360,1996-08
221,38,363,1996-08
222,512,363,1996-08
223,588,363,1996-08
224,602,363,1996-08
225,486,475,1996-08
226,498,475,1996-08
227,512,475,1996-08
228,8,580,1996-08
229,38,580,1996-08
230,142,580,1996-08
231,512,580,1996-08
232,602,580,1996-08
233,8,582,1996-08
234,38,582,1996-08
235,512,582,1996-08
236,602,582,1996-08
237,235,216,1996-08
238,444,216,1996-08
239,512,216,1996-08
240,38,364,1996-08
241,512,364,1996-08
242,602,364,1996-08
243,109,41,1996-08
244,486,41,1996-08
245,512,41,1996-08
246,588,41,1996-08
247,602,41,1996-08
248,109,40,1996-08
249,486,40,1996-08
250,512,40,1996-08
251,486,477,1996-08
252,512,477,1996-08
253,588,477,1996-08
254,602,477,1996-08
255,176,126,1996-08
256,512,126,1996-08
257,588,126,1996-08
258,602,126,1996-08
259,142,89,1996-08
260,235,89,1996-08
261,512,89,1996-08
262,602,89,1996-08
263,235,220,1996-08
264,512,220,1996-08
265,142,93,1996-08
266,512,93,1996-08
267,588,93,1996-08
268,602,93,1996-08
269,512,492,1996-08
270,588,492,1996-08
271,602,492,1996-08
272,142,94,1996-08
273,512,94,1996-08
274,602,94,1996-08
275,8,576,1996-08
276,170,576,1996-08
277,179,576,1996-08
278,235,218,1996-08
279,486,218,1996-08
280,498,218,1996-08
281,142,88,1996-08
282,235,88,1996-08
283,179,135,1996-08
284,486,135,1996-08
285,498,135,1996-08
286,142,91,1996-08
287,486,91,1996-08
288,498,91,1996-08
289,142,90,1996-08
290,486,90,1996-08
291,176,123,1996-08
292,179,123,1996-08
293,486,123,1996-08
294,602,123,1996-08
295,176,125,1996-08
296,486,125,1996-08
297,602,125,1996-08
298,179,134,1996-08
299,486,134,1996-08
300,176,127,1996-08
301,512,127,1996-08
302,602,127,1996-08
303,176,128,1996-08
304,602,128,1996-08
305,109,39,1996-08
306,235,39,1996-08
307,498,39,1996-08
308,109,42,1996-08
309,498,42,1996-08
310,8,583,1996-08
311,498,583,1996-08
312,8,578,1996-08
313,235,578,1996-08
314,235,219,1996-08
315,498,219,1996-08
316,179,133,1996-08
317,235,133,1996-08
318,179,136,1996-08
319,507,136,1996-08
320,498,485,1996-08
321,588,485,1996-08
322,142,95,1996-08
323,588,95,1996-08
324,142,92,1996-08
325,498,92,1996-08
326,486,474,1996-08
327,498,474,1996-08
328,486,478,1996-08
329,588,478,1996-08
330,109,38,1996-08
331,235,38,1996-08
332,486,476,1996-08
333,512,476,1996-08
334,38,362,1996-08
335,512,362,1996-08
336,512,493,1996-08
337,602,493,1996-08
338,38,365,1996-08
339,588,365,1996-08
340,8,584,1996-08
341,512,584,1996-08
342,109,43,1996-08
343,512,43,1996-08
344,235,221,1996-08
345,602,221,1996-08
346,8,579,1996-08
347,38,579,1996-08
348,8,577,1996-08
349,176,577,1996-08
350,486,479,1996-08
351,602,479,1996-08
352,109,36,1996-08
353,176,36,1996-08
354,176,124,1996-08
355,486,124,1996-08
356,235,217,1996-08
357,486,217,1996-08
358,6,544,1996-10
359,559,544,1996-10
360,6,538,1996-10
361,117,538,1996-10
362,6,540,1996-10
363,126,540,1996-10
364,458,540,1996-10
365,6,539,1996-10
366,126,539,1996-10
367,126,74,1996-10
368,458,74,1996-10
369,6,541,1996-10
370,181,541,1996-10
371,458,541,1996-10
372,181,141,1996-10
373,458,141,1996-10
374,181,142,1996-10
375,559,142,1996-10
376,6,542,1996-10
377,458,542,1996-10
378,6,543,1996-10
379,501,543,1996-10
380,58,529,1996-11
381,374,529,1996-11
382,58,526,1996-11
383,340,526,1996-11
384,566,526,1996-11
385,240,229,1996-11
386,379,229,1996-11
387,470,229,1996-11
388,566,229,1996-11
389,58,525,1996-11
390,340,525,1996-11
391,379,525,1996-11
392,58,530,1996-11
393,470,530,1996-11
394,566,530,1996-11
395,470,464,1996-11
396,566,464,1996-11
397,43,415,1996-11
398,174,415,1996-11
399,340,415,1996-11
400,379,415,1996-11
401,240,231,1996-11
402,566,231,1996-11
403,58,523,1996-11
404,240,523,1996-11
405,340,523,1996-11
406,58,524,1996-11
407,340,524,1996-11
408,240,226,1996-11
409,340,226,1996-11
410,374,226,1996-11
411,240,225,1996-11
412,340,225,1996-11
413,240,227,1996-11
414,347,227,1996-11
415,43,417,1996-11
416,240,417,1996-11
417,379,417,1996-11
418,240,228,1996-11
419,379,228,1996-11
420,43,422,1996-11
421,379,422,1996-11
422,58,528,1996-11
423,373,528,1996-11
424,566,528,1996-11
425,58,531,1996-11
426,566,531,1996-11
427,43,418,1996-11
428,240,418,1996-11
429,470,418,1996-11
430,240,230,1996-11
431,470,230,1996-11
432,58,532,1996-11
433,569,532,1996-11
434,240,232,1996-11
435,569,232,1996-11
436,5,491,1996-11
437,58,491,1996-11
438,373,491,1996-11
439,340,341,1996-11
440,470,341,1996-11
441,174,121,1996-11
442,470,121,1996-11
443,340,340,1996-11
444,379,340,1996-11
445,43,414,1996-11
446,174,414,1996-11
447,340,414,1996-11
448,43,419,1996-11
449,340,419,1996-11
450,174,120,1996-11
451,340,120,1996-11
452,5,489,1996-11
453,43,489,1996-11
454,58,489,1996-11
455,5,488,1996-11
456,43,488,1996-11
457,373,488,1996-11
458,5,486,1996-11
459,373,486,1996-11
460,43,427,1996-11
461,58,427,1996-11
462,174,427,1996-11
463,43,428,1996-11
464,58,428,1996-11
465,240,428,1996-11
466,5,487,1996-11
467,43,487,1996-11
468,121,57,1996-11
469,373,57,1996-11
470,5,490,1996-11
471,58,490,1996-11
472,43,425,1996-11
473,569,425,1996-11
474,43,424,1996-11
475,566,424,1996-11
476,373,356,1996-11
477,566,356,1996-11
478,58,522,1996-11
479,240,522,1996-11
480,43,420,1996-11
481,373,420,1996-11
482,43,421,1996-11
483,374,421,1996-11
484,374,357,1996-11
485,470,357,1996-11
486,174,122,1996-11
487,566,122,1996-11
488,43,413,1996-11
489,174,413,1996-11
490,58,521,1996-11
491,174,521,1996-11
492,58,527,1996-11
493,373,527,1996-11
494,43,423,1996-11
495,470,423,1996-11
496,43,426,1996-11
497,58,426,1996-11
498,174,119,1996-11
499,240,119,1996-11
500,43,416,1996-11
501,240,416,1996-11
502,206,190,1996-12
503,269,190,1996-12
504,402,397,1996-12
505,524,397,1996-12
506,31,305,1996-12
507,402,305,1996-12
508,31,306,1996-12
509,524,306,1996-12
510,302,295,1997-01
511,451,295,1997-01
512,521,295,1997-01
513,302,294,1997-01
514,451,294,1997-01
515,32,315,1997-02
516,529,315,1997-02
517,32,316,1997-02
518,589,316,1997-02
519,32,317,1997-02
520,90,317,1997-02
521,456,443,1997-02
522,529,443,1997-02
523,84,588,1997-03
524,276,588,1997-03
525,389,372,1997-03
526,437,372,1997-03
527,276,280,1997-03
528,389,280,1997-03
529,276,281,1997-03
530,437,281,1997-03
531,84,589,1997-03
532,437,589,1997-03
533,120,56,1997-04
534,337,56,1997-04
535,71,568,1997-05
536,559,568,1997-05
537,85,590,1998-03
538,304,590,1998-03
539,201,179,1999-10
540,268,179,1999-10
541,412,179,1999-10
542,597,179,1999-10
543,201,182,1999-10
544,412,182,1999-10
545,597,182,1999-10
546,33,324,1999-10
547,156,324,1999-10
548,33,326,1999-10
549,199,326,1999-10
550,263,326,1999-10
551,268,268,1999-10
552,412,268,1999-10
553,597,268,1999-10
554,156,102,1999-10
555,199,102,1999-10
556,412,102,1999-10
557,199,172,1999-10
558,412,172,1999-10
559,201,180,1999-10
560,268,180,1999-10
561,597,180,1999-10
562,412,406,1999-10
563,595,406,1999-10
564,597,406,1999-10
565,33,331,1999-10
566,268,331,1999-10
567,597,331,1999-10
568,33,329,1999-10
569,263,329,1999-10
570,268,269,1999-10
571,595,269,1999-10
572,597,269,1999-10
573,595,537,1999-10
574,597,537,1999-10
575,268,270,1999-10
576,597,270,1999-10
577,33,330,1999-10
578,268,330,1999-10
579,33,328,1999-10
580,208,328,1999-10
581,201,183,1999-10
582,535,183,1999-10
583,597,183,1999-10
584,263,262,1999-10
585,412,262,1999-10
586,199,170,1999-10
587,201,170,1999-10
588,33,334,1999-10
589,597,334,1999-10
590,33,333,1999-10
591,595,333,1999-10
592,156,104,1999-10
593,412,104,1999-10
594,33,325,1999-10
595,199,325,1999-10
596,199,171,1999-10
597,268,171,1999-10
598,315,309,1999-10
599,597,309,1999-10
600,268,267,1999-10
601,412,267,1999-10
602,201,181,1999-10
603,412,181,1999-10
604,199,173,1999-10
605,597,173,1999-10
606,412,407,1999-10
607,597,407,1999-10
608,33,332,1999-10
609,412,332,1999-10
610,156,103,1999-10
611,268,103,1999-10
612,156,101,1999-10
613,199,101,1999-10
614,33,327,1999-10
615,201,327,1999-10
616,535,504,1999-10
617,597,504,1999-10
618,201,184,1999-10
619,597,184,1999-10
620,93,595,1999-11
621,140,595,1999-11
622,547,506,1999-11
623,597,506,1999-11
624,140,85,1999-11
625,597,85,1999-11
626,236,222,1999-11
627,597,222,1999-11
628,93,596,1999-11
629,597,596,1999-11
630,4,386,1999-12
631,554,386,1999-12
632,572,386,1999-12
633,577,386,1999-12
634,554,508,1999-12
635,572,508,1999-12
636,577,508,1999-12
637,118,50,1999-12
638,554,50,1999-12
639,4,388,1999-12
640,572,388,1999-12
641,577,388,1999-12
642,115,49,1999-12
643,577,49,1999-12
644,4,389,1999-12
645,577,389,1999-12
646,4,387,1999-12
647,572,387,1999-12
648,115,47,1999-12
649,266,47,1999-12
650,572,520,1999-12
651,577,520,1999-12
652,266,265,1999-12
653,572,265,1999-12
654,4,385,1999-12
655,554,385,1999-12
656,118,51,1999-12
657,572,51,1999-12
658,266,264,1999-12
659,554,264,1999-12
660,554,507,1999-12
661,572,507,1999-12
662,59,536,2000-03
663,603,536,2000-03
664,59,535,2000-03
665,587,535,2000-03
666,587,534,2000-03
667,603,534,2000-03
668,156,106,2000-03
669,603,106,2000-03
670,115,48,2000-05
671,267,48,2000-05
672,267,266,2000-05
673,579,266,2000-05
674,414,408,2000-06
675,465,408,2000-06
676,1,4,2000-07
677,603,4,2000-07
678,607,4,2000-07
679,96,603,2000-07
680,607,603,2000-07
681,188,151,2000-07
682,607,151,2000-07
683,4,390,2000-07
684,603,390,2000-07
685,1,2,2000-07
686,430,2,2000-07
687,4,391,2000-07
688,96,391,2000-07
689,1,1,2000-07
690,4,1,2000-07
691,603,545,2000-07
692,607,545,2000-07
693,96,602,2000-07
694,603,602,2000-07
695,1,6,2000-07
696,96,6,2000-07
697,430,429,2000-07
698,607,429,2000-07
699,1,5,2000-07
700,607,5,2000-07
701,1,3,2000-07
702,603,3,2000-07
703,1,0,2000-07
704,188,0,2000-07
705,19,152,2000-08
706,27,152,2000-08
707,57,152,2000-08
708,19,156,2000-08
709,57,156,2000-08
710,469,156,2000-08
711,27,273,2000-08
712,57,273,2000-08
713,469,273,2000-08
714,27,272,2000-08
715,57,272,2000-08
716,19,155,2000-08
717,57,155,2000-08
718,265,155,2000-08
719,57,518,2000-08
720,294,518,2000-08
721,469,518,2000-08
722,57,517,2000-08
723,294,517,2000-08
724,27,271,2000-08
725,265,271,2000-08
726,265,263,2000-08
727,294,263,2000-08
728,469,462,2000-08
729,571,462,2000-08
730,57,516,2000-08
731,265,516,2000-08
732,19,154,2000-08
733,57,154,2000-08
734,57,519,2000-08
735,469,519,2000-08
736,19,153,2000-08
737,469,153,2000-08
738,294,290,2000-08
739,469,290,2000-08
740,101,8,2000-09
741,409,8,2000-09
742,160,108,2000-10
743,224,108,2000-10
744,368,108,2000-10
745,160,109,2000-10
746,368,109,2000-10
747,224,204,2000-10
748,368,204,2000-10
749,160,111,2000-10
750,591,111,2000-10
751,160,110,2000-10
752,453,110,2000-10
753,453,441,2000-10
754,591,441,2000-10
755,39,382,2000-11
756,79,382,2000-11
757,290,382,2000-11
758,450,382,2000-11
759,79,572,2000-11
760,202,572,2000-11
761,290,572,2000-11
762,39,375,2000-11
763,195,375,2000-11
764,290,375,2000-11
765,39,381,2000-11
766,79,381,2000-11
767,290,381,2000-11
768,79,575,2000-11
769,450,575,2000-11
770,39,374,2000-11
771,195,374,2000-11
772,202,374,2000-11
773,39,377,2000-11
774,216,377,2000-11
775,244,240,2000-11
776,450,240,2000-11
777,202,186,2000-11
778,244,186,2000-11
779,216,196,2000-11
780,355,196,2000-11
781,290,288,2000-11
782,450,288,2000-11
783,39,378,2000-11
784,244,378,2000-11
785,195,164,2000-11
786,290,164,2000-11
787,79,571,2000-11
788,202,571,2000-11
789,244,239,2000-11
790,290,239,2000-11
791,202,187,2000-11
792,290,187,2000-11
793,202,185,2000-11
