,CUST_ID,SEX,AGE,DEPARTEMENT
0,100128,M,>65,21
1,100169,M,>65,59
2,100194,M,50-65,59
3,100202,M,50-65,78
4,100209,M,50-65,33
5,100219,M,50-65,33
6,100302,M,>65,06
7,100351,M,>65,38
8,100388,M,50-65,59
9,100497,M,50-65,59
10,100577,M,50-65,51
11,100615,M,50-65,33
12,100680,M,35-49,38
13,100715,F,50-65,78
14,100743,M,50-65,78
15,100784,M,50-65,59
16,100817,M,50-65,21
17,100882,F,50-65,33
18,100942,M,35-49,51
19,100977,M,50-65,33
20,100985,M,35-49,33
21,101024,F,35-49,62
22,101105,M,50-65,62
23,101165,M,50-65,58
24,101170,M,35-49,59
25,101185,M,50-65,59
26,101188,M,50-65,78
27,101205,M,35-49,78
28,101246,M,50-65,78
29,101299,M,35-49,62
30,101318,M,35-49,62
31,101374,M,<35,62
32,101389,M,35-49,59
33,101392,M,35-49,78
34,101532,M,35-49,59
35,101583,F,50-65,78
36,101656,M,50-65,78
37,101669,M,35-49,78
38,101682,M,50-65,78
39,101742,M,35-49,51
40,101749,M,50-65,38
41,101763,M,50-65,78
42,101775,M,50-65,33
43,101816,M,>65,78
44,101912,M,50-65,59
45,101937,M,50-65,79
46,102086,M,>65,62
47,102120,M,50-65,62
48,102136,M,50-65,33
49,102168,M,50-65,33
50,102179,M,50-65,59
51,102233,M,50-65,62
52,102375,M,35-49,59
53,102475,M,50-65,62
54,102532,M,50-65,38
55,102647,M,35-49,78
56,102732,M,50-65,78
57,102917,M,35-49,51
58,102939,M,35-49,59
59,103011,F,>65,21
60,103019,M,50-65,78
61,103101,F,50-65,78
62,103182,M,50-65,78
63,103218,M,35-49,59
64,103223,F,>65,21
65,103240,M,50-65,38
66,103286,M,50-65,78
67,103316,F,35-49,33
68,103344,M,50-65,78
69,103371,M,50-65,78
70,103438,M,>65,79
71,103525,M,>65,21
72,103556,F,>65,33
73,103585,M,35-49,62
74,103618,M,>65,59
75,103814,M,50-65,78
76,103904,M,50-65,59
77,103914,M,35-49,59
78,103922,M,50-65,33
79,103977,M,50-65,59
80,104003,M,50-65,59
81,104047,M,50-65,78
82,104088,M,>65,38
83,104122,F,50-65,38
84,104144,F,50-65,51
85,104231,M,50-65,59
86,104282,M,50-65,51
87,104293,M,50-65,59
88,104311,F,50-65,21
89,104345,M,35-49,59
90,104394,M,35-49,59
91,104401,M,50-65,62
92,104424,M,50-65,59
93,104513,M,50-65,62
94,104518,M,50-65,78
95,104626,M,50-65,59
96,104681,M,50-65,59
97,104713,M,50-65,78
98,104749,M,35-49,38
99,104898,M,50-65,59
100,105047,M,35-49,59
101,105109,F,50-65,33
102,105126,M,50-65,38
103,105293,M,50-65,59
104,105349,M,50-65,51
105,105351,M,50-65,59
106,105377,M,35-49,59
107,105431,M,35-49,78
108,105498,M,50-65,78
109,105649,M,35-49,38
110,105672,M,50-65,59
111,105769,M,50-65,78
112,105843,M,50-65,51
113,105892,M,50-65,78
114,105919,M,50-65,79
115,106129,M,50-65,78
116,106150,M,50-65,78
117,106174,M,50-65,38
118,106186,M,35-49,58
119,106203,M,35-49,62
120,106213,M,35-49,59
121,106214,M,50-65,78
122,106225,M,35-49,06
123,106232,M,35-49,33
124,106234,M,50-65,59
125,106261,F,50-65,03
126,106319,M,<35,62
127,106351,M,35-49,78
128,106442,F,<35,21
129,106500,M,>65,38
130,106541,F,35-49,59
131,106565,M,50-65,78
132,106591,M,50-65,59
133,106717,M,50-65,59
134,106730,M,35-49,78
135,106748,M,50-65,78
136,106845,F,35-49,21
137,106867,M,35-49,58
138,106904,M,>65,21
139,106982,M,35-49,59
140,107030,M,35-49,59
141,107150,F,50-65,06
142,107174,M,50-65,59
143,107216,M,50-65,38
144,107250,M,50-65,78
145,107305,M,50-65,62
146,107400,M,50-65,06
147,107463,M,50-65,51
148,107493,M,35-49,78
149,107591,M,50-65,58
150,107724,F,50-65,38
151,107811,M,50-65,58
152,107844,M,50-65,33
153,107874,M,35-49,78
154,107884,M,50-65,78
155,107936,M,50-65,59
156,107966,M,35-49,33
157,107981,F,50-65,59
158,108063,M,50-65,59
159,108067,M,35-49,59
160,108101,M,35-49,62
161,108163,M,50-65,59
162,108168,M,50-65,59
163,108208,M,>65,51
164,108209,M,50-65,59
165,108228,M,50-65,38
166,108294,M,35-49,38
167,108321,M,50-65,06
168,108396,M,35-49,70
169,108486,F,>65,21
170,108520,M,50-65,78
171,108521,M,50-65,78
172,108526,M,50-65,78
173,108543,M,>65,78
174,108599,M,35-49,78
175,108765,M,50-65,78
176,108787,M,35-49,62
177,108805,M,50-65,78
178,108824,M,50-65,06
179,108875,M,50-65,62
180,108927,M,50-65,59
181,108938,M,50-65,59
182,109051,M,50-65,58
183,109054,M,50-65,59
184,109075,M,50-65,38
185,109076,M,35-49,33
186,109078,F,<35,33
187,109220,M,50-65,38
188,109242,M,50-65,78
189,109279,M,35-49,33
190,109302,M,35-49,59
191,109363,M,50-65,33
192,109381,M,50-65,69
193,109439,F,>65,62
194,109498,M,50-65,33
195,109525,M,50-65,59
196,109527,M,50-65,33
197,109538,M,50-65,06
198,109551,M,50-65,58
199,109572,M,50-65,59
200,109615,M,50-65,59
201,109665,M,>65,78
202,109711,M,50-65,62
203,109720,F,>65,06
204,109730,M,35-49,62
205,109765,M,35-49,38
206,109767,M,50-65,59
207,109828,M,>65,62
208,109910,M,50-65,06
209,109954,M,50-65,59
210,109978,M,>65,78
211,109993,M,50-65,62
212,110071,M,>65,78
213,110073,M,50-65,38
214,110168,M,35-49,38
215,110196,M,50-65,58
216,110211,M,35-49,78
217,110250,M,50-65,51
218,110297,M,50-65,59
219,110349,M,50-65,78
220,110487,M,35-49,78
221,110518,M,50-65,59
222,110527,F,35-49,38
223,110552,M,35-49,58
224,110569,F,>65,21
225,110590,M,35-49,78
226,110592,M,50-65,58
227,110633,M,50-65,51
228,110691,M,50-65,59
229,110731,M,50-65,59
230,110899,M,35-49,59
231,111038,M,50-65,78
232,111061,M,50-65,78
233,111074,M,50-65,62
234,111175,M,50-65,59
235,111176,M,50-65,59
236,111209,M,50-65,51
237,111211,M,50-65,51
238,111287,M,35-49,59
239,111288,M,35-49,62
240,111299,F,>65,62
241,111302,M,50-65,59
242,111303,M,50-65,62
243,111320,F,50-65,21
