,user_id,group_id,period
0,40,305,1996-05
1,107,305,1996-05
2,136,305,1996-05
3,145,305,1996-05
4,353,305,1996-05
5,468,305,1996-05
6,40,308,1996-05
7,107,308,1996-05
8,145,308,1996-05
9,284,308,1996-05
10,604,308,1996-05
11,107,35,1996-05
12,130,35,1996-05
13,136,35,1996-05
14,145,35,1996-05
15,468,35,1996-05
16,107,36,1996-05
17,130,36,1996-05
18,145,36,1996-05
19,429,36,1996-05
20,604,36,1996-05
21,107,37,1996-05
22,136,37,1996-05
23,145,37,1996-05
24,468,37,1996-05
25,604,37,1996-05
26,40,309,1996-05
27,130,309,1996-05
28,136,309,1996-05
29,145,309,1996-05
30,353,309,1996-05
31,436,309,1996-05
32,40,310,1996-05
33,136,310,1996-05
34,145,310,1996-05
35,353,310,1996-05
36,604,310,1996-05
37,40,312,1996-05
38,136,312,1996-05
39,284,312,1996-05
40,353,312,1996-05
41,604,312,1996-05
42,40,313,1996-05
43,136,313,1996-05
44,353,313,1996-05
45,436,313,1996-05
46,604,313,1996-05
47,134,145,1996-05
48,136,145,1996-05
49,353,145,1996-05
50,436,145,1996-05
51,468,145,1996-05
52,99,573,1996-05
53,134,573,1996-05
54,136,573,1996-05
55,353,573,1996-05
56,436,573,1996-05
57,40,307,1996-05
58,107,307,1996-05
59,136,307,1996-05
60,436,307,1996-05
61,468,307,1996-05
62,40,306,1996-05
63,107,306,1996-05
64,136,306,1996-05
65,284,306,1996-05
66,468,306,1996-05
67,130,140,1996-05
68,134,140,1996-05
69,145,140,1996-05
70,436,140,1996-05
71,468,140,1996-05
72,40,311,1996-05
73,136,311,1996-05
74,145,311,1996-05
75,436,311,1996-05
76,604,311,1996-05
77,130,141,1996-05
78,136,141,1996-05
79,145,141,1996-05
80,444,141,1996-05
81,604,141,1996-05
82,102,19,1996-08
83,170,19,1996-08
84,176,19,1996-08
85,179,19,1996-08
86,229,19,1996-08
87,235,19,1996-08
88,385,19,1996-08
89,394,19,1996-08
90,498,19,1996-08
91,541,19,1996-08
92,574,19,1996-08
93,584,19,1996-08
94,592,19,1996-08
95,102,25,1996-08
96,243,25,1996-08
97,385,25,1996-08
98,394,25,1996-08
99,395,25,1996-08
100,455,25,1996-08
101,498,25,1996-08
102,26,218,1996-08
103,38,218,1996-08
104,102,218,1996-08
105,109,218,1996-08
106,385,218,1996-08
107,394,218,1996-08
108,476,218,1996-08
109,498,218,1996-08
110,56,383,1996-08
111,102,383,1996-08
112,142,383,1996-08
113,229,383,1996-08
114,235,383,1996-08
115,411,383,1996-08
116,455,383,1996-08
117,498,383,1996-08
118,541,383,1996-08
119,592,383,1996-08
120,102,21,1996-08
121,229,21,1996-08
122,235,21,1996-08
123,476,21,1996-08
124,498,21,1996-08
125,541,21,1996-08
126,592,21,1996-08
127,102,22,1996-08
128,229,22,1996-08
129,235,22,1996-08
130,498,22,1996-08
131,541,22,1996-08
132,592,22,1996-08
133,102,32,1996-08
134,404,32,1996-08
135,455,32,1996-08
136,476,32,1996-08
137,486,32,1996-08
138,498,32,1996-08
139,512,32,1996-08
140,588,32,1996-08
141,602,32,1996-08
142,56,384,1996-08
143,102,384,1996-08
144,142,384,1996-08
145,229,384,1996-08
146,395,384,1996-08
147,411,384,1996-08
148,455,384,1996-08
149,541,384,1996-08
150,592,384,1996-08
151,102,4,1996-08
152,109,4,1996-08
153,229,4,1996-08
154,476,4,1996-08
155,507,4,1996-08
156,541,4,1996-08
157,592,4,1996-08
158,102,9,1996-08
159,109,9,1996-08
160,395,9,1996-08
161,404,9,1996-08
162,455,9,1996-08
163,476,9,1996-08
164,486,9,1996-08
165,56,385,1996-08
166,102,385,1996-08
167,142,385,1996-08
168,229,385,1996-08
169,404,385,1996-08
170,411,385,1996-08
171,455,385,1996-08
172,476,385,1996-08
173,486,385,1996-08
174,541,385,1996-08
175,592,385,1996-08
176,56,386,1996-08
177,102,386,1996-08
178,142,386,1996-08
179,229,386,1996-08
180,411,386,1996-08
181,455,386,1996-08
182,541,386,1996-08
183,592,386,1996-08
184,102,23,1996-08
185,229,23,1996-08
186,476,23,1996-08
187,541,23,1996-08
188,592,23,1996-08
189,102,31,1996-08
190,404,31,1996-08
191,455,31,1996-08
192,476,31,1996-08
193,486,31,1996-08
194,8,516,1996-08
195,142,516,1996-08
196,170,516,1996-08
