,user_id,group_id,period
0,107,64,1996-05
1,536,64,1996-05
2,40,711,1996-05
3,99,711,1996-05
4,107,711,1996-05
5,107,61,1996-05
6,130,61,1996-05
7,40,713,1996-05
8,99,713,1996-05
9,353,713,1996-05
10,35,603,1996-05
11,107,603,1996-05
12,429,603,1996-05
13,468,603,1996-05
14,107,62,1996-05
15,134,62,1996-05
16,35,604,1996-05
17,40,604,1996-05
18,107,604,1996-05
19,107,63,1996-05
20,136,63,1996-05
21,40,703,1996-05
22,107,703,1996-05
23,35,602,1996-05
24,107,602,1996-05
25,136,123,1996-05
26,284,123,1996-05
27,40,706,1996-05
28,191,706,1996-05
29,353,706,1996-05
30,40,712,1996-05
31,99,712,1996-05
32,191,712,1996-05
33,353,614,1996-05
34,444,614,1996-05
35,604,614,1996-05
36,191,277,1996-05
37,284,277,1996-05
38,353,277,1996-05
39,40,708,1996-05
40,353,708,1996-05
41,40,707,1996-05
42,191,707,1996-05
43,444,707,1996-05
44,35,606,1996-05
45,429,606,1996-05
46,536,606,1996-05
47,40,709,1996-05
48,536,709,1996-05
49,99,1198,1996-05
50,191,1198,1996-05
51,353,1198,1996-05
52,99,1196,1996-05
53,136,1196,1996-05
54,353,1196,1996-05
55,35,607,1996-05
56,99,607,1996-05
57,429,607,1996-05
58,99,1200,1996-05
59,284,1200,1996-05
60,353,1200,1996-05
61,284,494,1996-05
62,353,494,1996-05
63,99,1201,1996-05
64,353,1201,1996-05
65,99,1203,1996-05
66,536,1203,1996-05
67,136,127,1996-05
68,536,127,1996-05
69,99,1195,1996-05
70,136,1195,1996-05
71,353,613,1996-05
72,444,613,1996-05
73,353,612,1996-05
74,436,612,1996-05
75,99,1199,1996-05
76,284,1199,1996-05
77,134,121,1996-05
78,429,121,1996-05
79,468,121,1996-05
80,429,754,1996-05
81,468,754,1996-05
82,99,1197,1996-05
83,191,1197,1996-05
84,35,605,1996-05
85,429,605,1996-05
86,136,125,1996-05
87,429,125,1996-05
88,99,1194,1996-05
89,130,1194,1996-05
90,191,279,1996-05
91,444,279,1996-05
92,191,278,1996-05
93,353,278,1996-05
94,136,124,1996-05
95,353,124,1996-05
96,40,710,1996-05
97,99,710,1996-05
98,40,705,1996-05
99,191,705,1996-05
100,284,496,1996-05
101,536,496,1996-05
102,99,1202,1996-05
103,429,1202,1996-05
104,136,126,1996-05
105,468,126,1996-05
106,40,704,1996-05
107,136,704,1996-05
108,284,495,1996-05
109,429,495,1996-05
110,109,68,1996-08
111,162,68,1996-08
112,179,68,1996-08
113,455,68,1996-08
114,476,68,1996-08
115,486,68,1996-08
116,498,68,1996-08
117,512,68,1996-08
118,38,632,1996-08
119,109,632,1996-08
120,176,632,1996-08
121,179,632,1996-08
122,229,632,1996-08
123,447,632,1996-08
124,486,632,1996-08
125,498,632,1996-08
126,512,632,1996-08
127,574,632,1996-08
128,588,632,1996-08
129,602,632,1996-08
130,109,74,1996-08
131,179,74,1996-08
132,486,74,1996-08
133,498,74,1996-08
134,512,74,1996-08
135,541,74,1996-08
136,584,74,1996-08
137,592,74,1996-08
138,109,73,1996-08
139,179,73,1996-08
140,486,73,1996-08
141,498,73,1996-08
142,512,73,1996-08
143,176,221,1996-08
144,455,221,1996-08
145,512,221,1996-08
146,574,221,1996-08
147,588,221,1996-08
148,602,221,1996-08
149,56,980,1996-08
150,235,980,1996-08
151,349,980,1996-08
152,411,980,1996-08
153,455,980,1996-08
154,485,980,1996-08
155,512,980,1996-08
156,592,980,1996-08
157,46,836,1996-08
158,176,836,1996-08
159,512,836,1996-08
160,574,836,1996-08
161,588,836,1996-08
162,592,836,1996-08
163,602,836,1996-08
164,176,224,1996-08
165,512,224,1996-08
166,574,224,1996-08
167,588,224,1996-08
168,602,224,1996-08
169,38,633,1996-08
