,user_id,group_id,period
0,40,1858,1996-05
1,130,1858,1996-05
2,134,1858,1996-05
3,284,1858,1996-05
4,444,1858,1996-05
5,40,1854,1996-05
6,107,1854,1996-05
7,130,1854,1996-05
8,468,1854,1996-05
9,536,1854,1996-05
10,40,1864,1996-05
11,99,1864,1996-05
12,130,1864,1996-05
13,191,1864,1996-05
14,284,1864,1996-05
15,353,1864,1996-05
16,40,1862,1996-05
17,99,1862,1996-05
18,107,1862,1996-05
19,130,1862,1996-05
20,436,1862,1996-05
21,40,1859,1996-05
22,134,1859,1996-05
23,145,1859,1996-05
24,284,1859,1996-05
25,353,1859,1996-05
26,40,1855,1996-05
27,107,1855,1996-05
28,134,1855,1996-05
29,284,1855,1996-05
30,468,1855,1996-05
31,35,1589,1996-05
32,40,1589,1996-05
33,107,1589,1996-05
34,429,1589,1996-05
35,468,1589,1996-05
36,107,347,1996-05
37,134,347,1996-05
38,145,347,1996-05
39,353,347,1996-05
40,429,347,1996-05
41,40,1866,1996-05
42,99,1866,1996-05
43,130,1866,1996-05
44,284,1866,1996-05
45,353,1866,1996-05
46,604,1866,1996-05
47,35,1590,1996-05
48,40,1590,1996-05
49,284,1590,1996-05
50,353,1590,1996-05
51,429,1590,1996-05
52,40,1867,1996-05
53,99,1867,1996-05
54,136,1867,1996-05
55,284,1867,1996-05
56,353,1867,1996-05
57,429,1867,1996-05
58,604,1867,1996-05
59,40,1869,1996-05
60,99,1869,1996-05
61,284,1869,1996-05
62,353,1869,1996-05
63,604,1869,1996-05
64,40,1857,1996-05
65,107,1857,1996-05
66,191,1857,1996-05
67,353,1857,1996-05
68,436,1857,1996-05
69,40,1856,1996-05
70,107,1856,1996-05
71,145,1856,1996-05
72,353,1856,1996-05
73,468,1856,1996-05
74,107,346,1996-05
75,130,346,1996-05
76,134,346,1996-05
77,136,346,1996-05
78,468,346,1996-05
79,134,441,1996-05
80,145,441,1996-05
81,284,441,1996-05
82,353,441,1996-05
83,444,441,1996-05
84,134,440,1996-05
85,145,440,1996-05
86,284,440,1996-05
87,353,440,1996-05
88,429,440,1996-05
89,468,440,1996-05
90,40,1860,1996-05
91,145,1860,1996-05
